rb1.business_id,city,rb1.review_count,rb1.name,rb1.address,rb1.categories,rb1.state,rb1.postal_code,rb1.latitude,rb1.longitude,rb1.overall_review,rb1.stars
Bsw6sGGiCqGZ6Z6Jtw-owA,Charlotte,6,Quest Diagnostics Incorporated,"3541 Randolph Rd, Ste 110","[""['Health & Medical'"","" 'Medical Centers']""]",NC,28211,35.18942642,-80.80932617,P,2.5
C7c5nCObChffYjE4wHIRMg,Mesa,4,DC Dental,"849 N Dobson Rd, Ste 108","[""['Health & Medical'"","" 'General Dentistry'"","" 'Endodontists'"","" 'Dentists']""]",AZ,85201,33.43267822,-111.8698044,P,2
DHauK_jCbcHozBBujcZtew,Pittsburgh,4,West Hills Medical Center,470 Home Dr,"[""['Chiropractors'"","" 'Naturopathic/Holistic'"","" 'Doctors'"","" 'Health & Medical']""]",PA,15275,40.45119858,-80.18344879,P,2
DRXtt3gIeMptMw4Us83gbQ,Scottsdale,3,Block Allan MD,"10210 N 92nd Street, Suite 202","[""['Health & Medical'"","" 'Doctors']""]",AZ,85258,33.57926559,-111.8825455,P,2.5
DjkJzUYc-1g9PBCRaInatw,Pittsburgh,4,UPMC St. Margaret Lawrenceville Family Health Center,3937 Butler St,"[""['Medical Centers'"","" 'Health & Medical']""]",PA,15201,40.46813202,-79.96305084,P,3
Dk4OSK10FgL-KwqRY0JpoQ,Lakewood,3,Bitounis Constantine DDS,18125 Sloane Ave,"[""['Dentists'"","" 'Oral Surgeons'"","" 'Health & Medical']""]",OH,44107,41.48596954,-81.82358551,P,4.5
DtQihtkCulMCzlPzhYP4ag,Las Vegas,3,"Ronald G Kong, MD","501 S Rancho Dr, Ste A-5","[""['Family Practice'"","" 'Doctors'"","" 'Pain Management'"","" 'Health & Medical']""]",NV,89106,36.16532135,-115.1713562,P,3
DuBvSj9J8poGsyWKdJFIKQ,Mesa,3,Schwimmer Michael T MD,1520 S Dobson Road,"[""['Health & Medical'"","" 'Doctors']""]",AZ,85202,33.38743591,-111.8774033,P,2.5
E3sO6NaV0G05zgVF3oauhQ,North York,5,Metro,600 Sheppard Ave W,"[""['Pharmacy'"","" 'Grocery'"","" 'Food'"","" 'Health & Medical']""]",ON,M3H 2S1,43.75617981,-79.43997955,P,2.5
E9flRXLa4HoaXJsefuIpZw,Scottsdale,3,Meline Daniel A MD,9767 N 91st St Ste 100,"[""['Doctors'"","" 'Health & Medical']""]",AZ,85258,33.57394409,-111.8823929,P,2.5
ETo596JTZsmZW7E49fVHkQ,Gilbert,7,The Garage Personal Training,"891 E Warner Rd, Ste A103","[""['Health & Medical'"","" 'Trainers'"","" 'Fitness & Instruction'"","" 'Nutritionists'"","" 'Massage Therapy'"","" 'Active Life'"","" 'Boot Camps']""]",AZ,85296,33.3354187,-111.7720032,P,5
Ea1J7amATgs_L6Ny40jp3g,Wexford,3,Advanced Pain Medicine,7000 Stonewood Dr Ste 151,"[""['Health & Medical'"","" 'Doctors']""]",PA,15090,40.64066696,-80.06437683,P,1
EavNQza-NAtsf8J1tmA8cg,Glendale,4,"Berrigan L Karen, DMD, MS","20100 N 51st Ave, Ste B230","[""['Health & Medical'"","" 'Orthodontists'"","" 'Dentists']""]",AZ,85308,33.66558838,-112.1696548,P,5
Et-pCW7TcKa1_8au4L-_CQ,Fairlawn,7,Summit Dentistry,"3045 Smith Rd, Ste 100","[""['Orthodontists'"","" 'Dentists'"","" 'Health & Medical'"","" 'Cosmetic Dentists'"","" 'General Dentistry']""]",OH,44333,41.13629913,-81.61962128,P,3.5
EtrZ4fDhhKhs10iQmtKeKA,Pittsburgh,3,Chinese Acupuncture & Herbs Center LLC,"20 Cedar Blvd, Ste 301","[""['Acupuncture'"","" 'Health & Medical'"","" 'Traditional Chinese Medicine']""]",PA,15228,40.38177109,-80.0451889,P,5
FMGkLkx6vXuq_tLp22Uviw,Pittsburgh,4,UPMC Dermatology - Shadyside,"580 S Aiken Ave, Shadyside Place, Ste 201","[""['Dermatologists'"","" 'Doctors'"","" 'Health & Medical']""]",PA,15232,40.45343781,-79.93752289,P,3
FYnW8MxikRBZw01WbLyq2Q,Scottsdale,5,North Scottsdale Dental,"7699 E. Pinnacle Peak Road, Ste 100","[""['Dentists'"","" 'Health & Medical'"","" 'Orthodontists'"","" 'Cosmetic Dentists'"","" 'General Dentistry']""]",AZ,85255,33.69454956,-111.916069,P,4
FjRMMnHZ7F0X2NpUcGgGLw,Stuttgart,3,Augustinum Stuttgart,Florentiner Str. 20,"[""['Health & Medical'"","" 'Retirement Homes'"","" 'Religious Organizations']""]",BW,70619,48.73960114,9.216449738,P,3.5
FoqqSvypEXDQV8HApzvo8g,Las Vegas,3,Just For Kids Dentistry,7140 N Durango Dr,"[""['Dentists'"","" 'Pediatric Dentists'"","" 'Health & Medical']""]",NV,89149,36.29150772,-115.2858276,P,2.5
Fvwpj5He6HS0FTUDuQAAWA,Pittsburgh,3,"Gurtner Stephen M, DMD",429 Cochran Rd,"[""['Health & Medical'"","" 'Pediatric Dentists'"","" 'Cosmetic Dentists'"","" 'General Dentistry'"","" 'Dentists']""]",PA,15228,40.38432312,-80.05271149,P,5
G-53co2A3LSt4AoY4VpimQ,Phoenix,3,England Arlene DO,19841 N 27th Avenue,"[""['Doctors'"","" 'Health & Medical']""]",AZ,85027,33.6670723,-112.1158142,P,5
G7o_8ePJQt3Ev6oMrl2Wxw,Toronto,6,Marni Wasserman's Food Studio & Lifestyle Shop,"510 Eglinton Avenue W, Suite A","[""['Education'"","" 'Specialty Food'"","" 'Health Markets'"","" 'Specialty Schools'"","" 'Health & Medical'"","" 'Organic Stores'"","" 'Cooking Schools'"","" 'Nutritionists'"","" 'Food']""]",ON,M5N 1A5,43.70355988,-79.41352844,P,4.5
GOTeUlaFZbKBO8dC6o-Z3Q,Scottsdale,6,Biofusion Aesthetic Institute,"10752 N 89th Pl, Ste 202A","[""['Cosmetic Surgeons'"","" 'Doctors'"","" 'Medical Spas'"","" 'Beauty & Spas'"","" 'Health & Medical']""]",AZ,85260,33.58693314,-111.9267349,P,5
Gmh0Nd-c4GabgWe5q-ZACA,Chandler,12,"Donald J Gass Jr, DDS",928 W Chandler Blvd,"[""['Oral Surgeons'"","" 'Health & Medical'"","" 'Dentists']""]",AZ,85225,33.30706024,-111.8581543,P,4
HPtl22qNj72Drn9-cavjAQ,Mesa,3,"Oasis Vision Center, PC","4838 E Baseline Rd, Ste 129","[""['Optometrists'"","" 'Health & Medical']""]",AZ,85206,33.38176346,-111.7290878,P,5
Hdp_N3M5qdyAe2fGKZ-VzQ,Madison,3,Midwest Spine And Nerve Center,"1111 Deming Way, Ste 201","[""['Chiropractors'"","" 'Health & Medical'"","" 'Weight Loss Centers']""]",WI,53717,43.08123016,-89.53350067,P,5
HqepmdZOP0sDvZRKYwDDUQ,Las Vegas,8,"Rebecca Sagall, LMT",,"[""['Massage'"","" 'Massage Therapy'"","" 'Beauty & Spas'"","" 'Health & Medical']""]",NV,89119,36.05029297,-115.2428131,P,5
Hr84Lig-3Uz-IUqIQH1qDg,Scottsdale,6,Rejuvena Health & Aesthetics,7514 E Camelback Rd,"[""['Acupuncture'"","" 'Beauty & Spas'"","" 'Weight Loss Centers'"","" 'IV Hydration'"","" 'Health & Medical'"","" 'Doctors'"","" 'Naturopathic/Holistic'"","" 'Skin Care']""]",AZ,85251,33.50244141,-111.9196167,P,5
HsWKwDyC_Q8Zab9DH3iQpQ,Chandler,6,Eddy OB/GYN,"215 S Dobson Rd, Suite 1","[""['Doctors'"","" 'Health & Medical'"","" 'Obstetricians & Gynecologists']""]",AZ,85224,33.30081558,-111.8752365,P,4
IM_8ZQ1uxXXr_ASII9k3g,Charlotte,7,Dentistry Of The Carolinas,"5970 Fairview Rd, Ste 120","[""['Dentists'"","" 'Orthodontists'"","" 'General Dentistry'"","" 'Health & Medical']""]",NC,28210,35.15025711,-80.84054565,P,4
IT-c4r4k0Ugok1jk425zfw,Scottsdale,4,Westland Family Foot and Ankle Specialists,"33777 N Scottsdale Rd, Ste 101","[""['Podiatrists'"","" 'Health & Medical'"","" 'Doctors']""]",AZ,85266,33.79173279,-111.9238586,P,5
KuDrIPWUqn2NVb6M09lZLQ,Charlotte,4,Concentra,"9200 Harris Corners Pkwy, Ste K","[""['Health & Medical'"","" 'Urgent Care']""]",NC,28269,35.34709549,-80.8443985,P,3
L0QScIst3HnR52rNydTKQ,Mesa,3,Keller Dwight S MD,2940 E Banner Gateway Dr Ste 200,"[""['Sports Medicine'"","" 'Health & Medical'"","" 'Orthopedists'"","" 'Doctors']""]",AZ,85234,33.36506271,-111.7495422,P,1
MkAaOK7ztU2VuD3kMrrJUA,Peoria,8,Nationwide Vision Centers,9069 W Olive Ave,"[""['Health & Medical'"","" 'Optometrists']""]",AZ,85345,33.56482697,-112.2544632,P,2
Pj7itML6Wocbp4cLuUmBBg,Las Vegas,6,Kayenta Therapy Centers,9414 W Lake Mead Blvd,"[""['Health & Medical'"","" 'Counseling & Mental Health']""]",NV,89134,36.20730591,-115.3004837,P,4
TGcWqOKS4nOPObfjFEqqQ,Charlotte,3,Ghorshi Family Dentistry,"11301 Golf Links Dr N, Ste 201","[""['General Dentistry'"","" 'Dentists'"","" 'Health & Medical'"","" 'Cosmetic Dentists']""]",NC,28277,35.05528259,-80.77027893,P,5
UPE6BL8IJxevA6gL3jB8A,Henderson,5,"Fraga Guillermo, MD","2649 Wigwam Pkwy, Ste 100","[""['Doctors'"","" 'Internal Medicine'"","" 'Health & Medical']""]",NV,89074,36.03368759,-115.1021423,P,4
V-LArAVLmo9K0RMVdpqoQ,Peoria,3,"Stephen A Folson, DDS MS PC","13260 N 94th Dr, Ste 410","[""['Cosmetic Dentists'"","" 'Periodontists'"","" 'Dentists'"","" 'Oral Surgeons'"","" 'Health & Medical']""]",AZ,85381,33.60448074,-112.2632904,P,5
Zrw2DIuc4ZzRF8XD2e-Xg,Mesa,3,"William A Woolf, MD","Woolf Eye and Laser Clinic, 2855 E Brown Rd, Ste 10","[""['Laser Eye Surgery/Lasik'"","" 'Optometrists'"","" 'Doctors'"","" 'Health & Medical'"","" 'Ophthalmologists']""]",AZ,85213,33.43646622,-111.7690353,P,4
mwjuMk4F44DZOtJvHSRLw,Mesa,4,Cornerstone Family Medicine,"4545 E Southern Avenue, Suite 103","[""['Family Practice'"","" 'Health & Medical'"","" 'Doctors']""]",AZ,85206,33.39340591,-111.7326813,P,4.5
oKbuHkJREZArkzPxMi4Wg,Phoenix,10,Phoenix Perinatal Associates,"3877 N 7th St, Ste 400","[""['Doctors'"","" 'Obstetricians & Gynecologists'"","" 'Health & Medical'"","" 'Midwives']""]",AZ,85014,33.49248123,-112.064537,P,3
qcgO_WBuq6iYTxHlwm7bw,Edinburgh,3,20 20 Opticians,1C Easter Road,"[""['Health & Medical'"","" 'Shopping'"","" 'Optometrists'"","" 'Eyewear & Opticians']""]",EDH,EH7 5PH,55.95825958,-3.172069788,P,4
tLxryf1OpzVP9OSrznprg,Toronto,5,Zentai Wellness Center,"120 Carlton Street, Suite 302","[""['Nutritionists'"","" 'Naturopathic/Holistic'"","" 'Health & Medical'"","" 'Doctors']""]",ON,M5A 4K2,43.66273499,-79.37643433,P,4.5
